order_no,staff_name,order_status,order_date,customer_name,trxn_batch_id,coin,sender_wallet,receiver_wallet,coin_amount(usd),purchase_rate(ngnusd),order_time,date_paid,time_paid,month,channel,completed?
621,JPT-002,Paid,11-Mar-2022,Jeremy Lonsdale,Buy-47925,BTC,kraken,kraken,$706.42,483.68,4:54 PM,11-Mar-2022,5:46:00 PM,Mar-2022,Website,TRUE
622,JPT-002,Paid,11-Mar-2022,Mike Pelletier,Buy-47925,USDT,kraken,kraken,"$2,230.80",485.80,8:44 PM,11-Mar-2022,9:50:00 PM,Mar-2022,Website,TRUE
623,JPT-002,Paid,11-Mar-2022,Sonia Sunley,Buy-47925,USDT,kraken,kraken,$255.80,483.68,10:51 PM,11-Mar-2022,10:53:00 PM,Mar-2022,Website,TRUE
624,JPT-002,Paid,12-Mar-2022,Jeremy Lonsdale,Buy-47926,BTC,kraken,kraken,"$1,859.00",483.68,12:01 AM,12-Mar-2022,12:04:00 AM,Mar-2022,Website,TRUE
625,JPT-002,Paid,12-Mar-2022,Bryan Davis,Buy-47926,BTC,kraken,kraken,"$4,466.06",484.53,7:23 AM,12-Mar-2022,7:27:00 AM,Mar-2022,Website,TRUE
627,JPT-002,Paid,12-Mar-2022,Sarah Jordon,Buy-47926,BTC,kraken,kraken,"$1,487.20",483.68,9:56 AM,12-Mar-2022,9:58:00 AM,Mar-2022,Website,TRUE
628,JPT-002,Paid,12-Mar-2022,Bill Eplett,Buy-47926,ETH,kraken,kraken,"$10,385.86",485.37,10:30 AM,12-Mar-2022,10:31:00 AM,Mar-2022,Website,TRUE
630,JPT-002,Paid,12-Mar-2022,Luke Weiss,Buy-47926,BTC,kraken,kraken,$270.67,484.53,12:49 PM,12-Mar-2022,12:52:00 PM,Mar-2022,Website,TRUE
631,JPT-002,Paid,12-Mar-2022,Brian Moss,Buy-47926,BTC,kraken,kraken,"$3,343.97",485.37,1:10 PM,12-Mar-2022,1:49:00 PM,Mar-2022,Website,TRUE
632,JPT-002,Paid,12-Mar-2022,Monica Federle,Buy-47926,USDT,kraken,kraken,"$4,461.60",485.37,1:51 PM,12-Mar-2022,2:01:00 PM,Mar-2022,Website,TRUE
633,JPT-002,Paid,12-Mar-2022,Greg Guthrie,Buy-47926,BTC,kraken,kraken,$887.86,483.68,2:49 PM,12-Mar-2022,2:52:00 PM,Mar-2022,Website,TRUE
634,JPT-002,Paid,12-Mar-2022,Christopher Schild,Buy-47926,BTC,kraken,kraken,$220.85,483.68,6:51 PM,12-Mar-2022,6:55:00 PM,Mar-2022,Website,TRUE
635,JPT-002,Paid,12-Mar-2022,Fred Wasserman,Buy-47926,BTC,kraken,kraken,"$1,360.79",485.37,8:19 PM,12-Mar-2022,8:24:00 PM,Mar-2022,Website,TRUE
636,JPT-002,Paid,12-Mar-2022,Erica Bern,Buy-47926,BTC,kraken,kraken,$740.63,483.68,9:52 PM,12-Mar-2022,10:08:00 PM,Mar-2022,Website,TRUE
637,JPT-002,Paid,12-Mar-2022,Khloe Miller,Buy-47926,BTC,kraken,kraken,"$2,227.08",483.68,12:28 AM,12-Mar-2022,12:29:00 AM,Mar-2022,Website,TRUE
638,JPT-002,Paid,12-Mar-2022,Fred Wasserman,Buy-47926,BTC,kraken,kraken,$544.32,482.84,1:36 AM,12-Mar-2022,3:25:00 AM,Mar-2022,Website,TRUE
639,JPT-002,Paid,12-Mar-2022,Bryan Davis,Buy-47926,BTC,kraken,kraken,"$1,493.15",484.53,2:31 AM,12-Mar-2022,2:33:00 AM,Mar-2022,Website,TRUE
640,JPT-002,Paid,12-Mar-2022,Monica Federle,Buy-47926,BTC,kraken,kraken,$443.93,484.53,11:15 AM,12-Mar-2022,11:20:00 AM,Mar-2022,Website,TRUE
642,JPT-002,Paid,12-Mar-2022,Brian Moss,Buy-47926,BTC,kraken,kraken,"$2,230.80",485.37,12:00 PM,12-Mar-2022,12:02:00 PM,Mar-2022,Website,TRUE
643,JPT-002,Paid,13-Mar-2022,Erica Bern,Buy-47927,BTC,kraken,kraken,$922.06,483.68,12:04 PM,13-Mar-2022,12:08:00 PM,Mar-2022,Website,TRUE
644,JPT-002,Paid,13-Mar-2022,Jeremy Lonsdale,Buy-47927,BTC,kraken,kraken,"$2,690.34",485.37,2:08 PM,13-Mar-2022,2:13:00 PM,Mar-2022,Website,TRUE
645,JPT-002,Paid,13-Mar-2022,Dan Reichenbach,Buy-47927,BTC,kraken,kraken,"$3,506.82",485.37,4:15 PM,13-Mar-2022,4:27:00 PM,Mar-2022,Website,TRUE
646,JPT-002,Paid,13-Mar-2022,Bryan Mills,Buy-47927,BTC,kraken,kraken,$890.83,486.22,9:48 PM,13-Mar-2022,9:52:00 PM,Mar-2022,Website,TRUE
648,JPT-002,Paid,14-Mar-2022,Mary O'Rourke,Buy-47928,BTC,kraken,kraken,$620.16,486.22,8:02 AM,14-Mar-2022,8:04:00 AM,Mar-2022,Website,TRUE
649,JPT-002,Paid,14-Mar-2022,Monica Federle,Buy-47928,BTC,kraken,kraken,"$1,550.41",486.22,9:07 AM,14-Mar-2022,9:09:00 AM,Mar-2022,Website,TRUE
650,JPT-002,Paid,14-Mar-2022,Shahid Shariari,Buy-47928,BTC,kraken,kraken,$713.86,486.22,12:22 PM,14-Mar-2022,12:24:00 PM,Mar-2022,Website,TRUE
651,JPT-002,Paid,14-Mar-2022,Brian Moss,Buy-47928,BTC,kraken,kraken,"$1,490.17",486.22,2:06 PM,14-Mar-2022,2:09:00 PM,Mar-2022,Website,TRUE
652,JPT-002,Paid,14-Mar-2022,Mike Pelletier,Buy-47928,USDT,kraken,kraken,"$2,230.80",486.22,2:10 PM,14-Mar-2022,2:13:00 PM,Mar-2022,Website,TRUE
653,JPT-002,Paid,14-Mar-2022,Cindy Schnelling,Buy-47928,BTC,kraken,kraken,"$13,389.26",487.07,4:10 PM,14-Mar-2022,4:12:00 PM,Mar-2022,Website,TRUE
654,JPT-002,Paid,14-Mar-2022,Greg Guthrie,Buy-47928,BTC,kraken,kraken,$618.68,485.37,4:51 PM,14-Mar-2022,4:53:00 PM,Mar-2022,Website,TRUE
656,JPT-002,Paid,14-Mar-2022,Jeremy Lonsdale,Buy-47928,BTC,kraken,kraken,"$1,947.49",485.37,6:30 PM,14-Mar-2022,6:39:00 PM,Mar-2022,Website,TRUE
657,JPT-002,Paid,14-Mar-2022,Bryan Davis,Buy-47928,BTC,kraken,kraken,"$1,851.56",485.37,7:31 PM,14-Mar-2022,7:33:00 PM,Mar-2022,Website,TRUE
658,JPT-002,Paid,14-Mar-2022,Monica Federle,Buy-47928,USDT,kraken,kraken,"$2,974.40",487.07,10:21 PM,14-Mar-2022,10:23:00 PM,Mar-2022,Website,TRUE
659,JPT-002,Paid,15-Mar-2022,Fred Wasserman,Buy-47929,BTC,kraken,kraken,$740.63,485.37,7:08 AM,14-Mar-2022,7:10:00 AM,Mar-2022,Website,TRUE
660,JPT-002,Paid,15-Mar-2022,Logan Haushalter,Buy-47929,USDT,kraken,kraken,$204.49,483.68,9:35 AM,14-Mar-2022,9:37:00 AM,Mar-2022,Website,TRUE
662,JPT-002,Paid,15-Mar-2022,Monica Federle,Buy-47929,BTC,kraken,kraken,"$1,070.78",486.22,10:17 AM,15-Mar-2022,10:25:00 AM,Mar-2022,Website,TRUE
664,JPT-002,Paid,15-Mar-2022,Brian Moss,Buy-47929,BTC,kraken,kraken,"$17,263.42",487.91,11:27 AM,15-Mar-2022,12:02:00 PM,Mar-2022,Website,TRUE
666,JPT-002,Paid,15-Mar-2022,Dan Reichenbach,Buy-47929,BTC,kraken,kraken,"$1,089.37",485.37,4:02 PM,15-Mar-2022,4:08:00 PM,Mar-2022,Website,TRUE
667,JPT-002,Paid,15-Mar-2022,Bryan Davis,Buy-47929,BTC,kraken,kraken,"$1,297.58",486.22,4:09 PM,15-Mar-2022,4:12:00 PM,Mar-2022,Website,TRUE
668,JPT-002,Paid,15-Mar-2022,Khloe Miller,Buy-47929,BTC,kraken,kraken,$368.08,485.37,6:32 PM,15-Mar-2022,6:35:00 PM,Mar-2022,Website,TRUE
669,JPT-002,Paid,15-Mar-2022,Mary O'Rourke,Buy-47929,BTC,kraken,kraken,"$2,003.26",486.22,9:55 PM,15-Mar-2022,9:56:00 PM,Mar-2022,Website,TRUE
670,JPT-002,Paid,15-Mar-2022,Marina Lichtenstein,Buy-47929,BTC,kraken,kraken,"$2,777.35",487.91,10:28 PM,15-Mar-2022,10:35:00 PM,Mar-2022,Website,TRUE
671,JPT-002,Paid,15-Mar-2022,Muhammed MacIntyre,Buy-47929,BTC,kraken,kraken,"$2,043.41",486.22,10:37 PM,15-Mar-2022,10:39:00 PM,Mar-2022,Website,TRUE
672,JPT-002,Paid,15-Mar-2022,Lela Donovan,Buy-47929,BTC,kraken,kraken,"$1,483.48",486.22,10:36 PM,15-Mar-2022,12:58:00 AM,Mar-2022,Website,TRUE
674,JPT-002,Paid,15-Mar-2022,Khloe Miller,Buy-47929,BTC,kraken,kraken,"$3,129.07",487.07,7:58 AM,15-Mar-2022,8:00:00 AM,Mar-2022,Website,TRUE
675,JPT-002,Paid,15-Mar-2022,Monica Federle,Buy-47929,BTC,kraken,kraken,"$1,796.54",487.07,8:04 AM,15-Mar-2022,8:07:00 AM,Mar-2022,Website,TRUE
676,JPT-002,Paid,15-Mar-2022,Cindy Schnelling,Buy-47929,BTC,kraken,kraken,$907.19,485.37,8:03 AM,15-Mar-2022,8:08:00 AM,Mar-2022,Website,TRUE
677,JPT-002,Paid,15-Mar-2022,Greg Guthrie,Buy-47929,BTC,kraken,kraken,"$1,155.55",486.22,8:09 AM,15-Mar-2022,8:11:00 AM,Mar-2022,Website,TRUE
678,JPT-002,Paid,15-Mar-2022,Monica Federle,Buy-47929,BTC,kraken,kraken,"$2,758.76",487.07,8:20 AM,15-Mar-2022,8:27:00 AM,Mar-2022,Website,TRUE
679,JPT-002,Paid,16-Mar-2022,Monica Federle,Buy-47930,USDT,kraken,kraken,"$4,454.91",487.07,10:39 AM,16-Mar-2022,10:41:00 AM,Mar-2022,Website,TRUE
680,JPT-002,Paid,16-Mar-2022,Monica Federle,Buy-47930,BTC,kraken,kraken,"$1,576.43",487.49,11:16 AM,16-Mar-2022,11:21:00 AM,Mar-2022,Website,TRUE
681,JPT-002,Paid,16-Mar-2022,Fred Wasserman,Buy-47930,BTC,kraken,kraken,"$5,342.02",487.91,11:02 AM,16-Mar-2022,11:15:00 AM,Mar-2022,Website,TRUE
682,JPT-002,Paid,16-Mar-2022,Fred Wasserman,Buy-47930,BTC,kraken,kraken,$419.39,486.22,12:37 PM,16-Mar-2022,12:39:00 PM,Mar-2022,Website,TRUE
683,JPT-002,Paid,16-Mar-2022,Lisa DeCherney,Buy-47930,BTC,kraken,kraken,"$2,602.60",487.07,12:42 PM,16-Mar-2022,12:43:00 PM,Mar-2022,Website,TRUE
684,JPT-002,Paid,16-Mar-2022,Lela Donovan,Buy-47930,BTC,kraken,kraken,"$1,180.84",486.22,3:16 PM,16-Mar-2022,3:17:00 PM,Mar-2022,Website,TRUE
685,JPT-002,Paid,16-Mar-2022,Monica Federle,Buy-47930,USDT,kraken,kraken,"$11,154.00",488.76,3:29 PM,16-Mar-2022,3:32:00 PM,Mar-2022,Website,TRUE
686,JPT-002,Paid,16-Mar-2022,Brian Moss,Buy-47930,BTC,kraken,kraken,"$4,851.99",487.07,3:38 PM,16-Mar-2022,4:01:00 PM,Mar-2022,Website,TRUE
689,JPT-002,Paid,16-Mar-2022,Christopher Schild,Buy-47930,BTC,kraken,kraken,"$2,052.34",487.07,5:08 PM,16-Mar-2022,5:17:00 PM,Mar-2022,Website,TRUE
690,JPT-002,Paid,16-Mar-2022,Erica Bern,Buy-47930,BTC,kraken,kraken,"$1,851.56",487.07,7:04 PM,16-Mar-2022,7:07:00 PM,Mar-2022,Website,TRUE
691,JPT-002,Paid,16-Mar-2022,Carlos Soltero,Buy-47930,BTC,kraken,kraken,$545.80,487.07,7:51 PM,16-Mar-2022,7:56:00 PM,Mar-2022,Website,TRUE
692,JPT-002,Paid,16-Mar-2022,Fred Wasserman,Buy-47930,BTC,kraken,kraken,$205.23,486.22,8:16 PM,16-Mar-2022,8:18:00 PM,Mar-2022,Website,TRUE
693,JPT-002,Paid,16-Mar-2022,Greg Guthrie,Buy-47930,BTC,kraken,kraken,"$7,794.42",487.91,10:53 PM,16-Mar-2022,10:58:00 PM,Mar-2022,Website,TRUE
695,JPT-002,Paid,17-Mar-2022,Luke Weiss,Buy-47931,BTC,kraken,kraken,"$6,563.01",487.07,7:52 AM,17-Mar-2022,8:00:00 AM,Mar-2022,Website,TRUE
696,JPT-002,Paid,17-Mar-2022,Bryan Davis,Buy-47931,BTC,kraken,kraken,$517.55,487.07,11:34 AM,17-Mar-2022,11:35:00 AM,Mar-2022,Website,TRUE
697,JPT-002,Paid,17-Mar-2022,Monica Federle,Buy-47931,BTC,kraken,kraken,$997.17,487.07,12:04 PM,17-Mar-2022,12:08:00 PM,Mar-2022,Website,TRUE
698,JPT-002,Paid,17-Mar-2022,Bryan Mills,Buy-47931,BTC,kraken,kraken,"$2,228.57",487.07,12:43 PM,17-Mar-2022,12:59:00 PM,Mar-2022,Website,TRUE
699,JPT-002,Paid,17-Mar-2022,Monica Federle,Buy-47931,BTC,kraken,kraken,"$1,042.53",487.07,2:02 PM,17-Mar-2022,2:05:00 PM,Mar-2022,Website,TRUE
701,JPT-002,Paid,17-Mar-2022,Monica Federle,Buy-47931,BTC,kraken,kraken,"$1,342.94",487.07,6:02 PM,17-Mar-2022,6:06:00 PM,Mar-2022,Website,TRUE
702,JPT-002,Paid,17-Mar-2022,Luke Weiss,Buy-47931,BTC,kraken,kraken,"$1,093.09",487.07,7:38 PM,17-Mar-2022,7:48:00 PM,Mar-2022,Website,TRUE
703,JPT-002,Paid,17-Mar-2022,Brian Moss,Buy-47931,BTC,kraken,kraken,"$6,696.86",488.33,8:14 PM,17-Mar-2022,8:37:00 PM,Mar-2022,Website,TRUE
704,JPT-002,Paid,17-Mar-2022,Evan Minnotte,Buy-47931,USDT,kraken,kraken,"$1,524.38",487.07,9:34 PM,17-Mar-2022,9:38:00 PM,Mar-2022,Website,TRUE
706,JPT-002,Paid,17-Mar-2022,Monica Federle,Buy-47931,USDT,kraken,kraken,"$17,099.08",489.18,11:09 PM,17-Mar-2022,11:11:00 PM,Mar-2022,Website,TRUE
712,JPT-002,Paid,17-Mar-2022,Beth Paige,Buy-47931,USDT,kraken,kraken,$898.27,490.03,8:06 PM,17-Mar-2022,10:24:00 PM,Mar-2022,Website,TRUE
707,JPT-002,Paid,18-Mar-2022,Jack Lebron,Buy-47932,BTC,kraken,kraken,$914.63,487.07,11:29 PM,17-Mar-2022,11:33:00 PM,Mar-2022,Website,TRUE
708,JPT-002,Paid,18-Mar-2022,Adam Bellavance,Buy-47932,BTC,kraken,kraken,"$4,385.75",487.91,12:10 AM,18-Mar-2022,12:13:00 AM,Mar-2022,Website,TRUE
709,JPT-002,Paid,18-Mar-2022,Muhammed MacIntyre,Buy-47932,BTC,kraken,kraken,"$1,137.71",487.07,7:54 AM,18-Mar-2022,7:56:00 AM,Mar-2022,Website,TRUE
710,JPT-002,Paid,18-Mar-2022,Shahid Shariari,Buy-47932,BTC,kraken,kraken,$557.70,487.49,11:10 AM,18-Mar-2022,11:16:00 AM,Mar-2022,Website,TRUE
711,JPT-002,Paid,18-Mar-2022,Monica Federle,Buy-47932,BTC,kraken,kraken,$889.35,487.91,11:10 AM,18-Mar-2022,1:39:00 PM,Mar-2022,Website,TRUE
713,JPT-002,Paid,18-Mar-2022,Brian Moss,Buy-47932,BTC,kraken,kraken,"$1,488.69",488.76,1:11 PM,18-Mar-2022,1:15:00 PM,Mar-2022,Website,TRUE
714,JPT-002,Paid,18-Mar-2022,Monica Federle,Buy-47932,USDT,kraken,kraken,"$7,432.28",488.76,1:37 PM,18-Mar-2022,1:43:00 PM,Mar-2022,Website,TRUE
715,JPT-002,Paid,18-Mar-2022,Bryan Davis,Buy-47932,BTC,kraken,kraken,$446.16,487.07,4:40 PM,18-Mar-2022,4:43:00 PM,Mar-2022,Website,TRUE
716,JPT-002,Paid,18-Mar-2022,Alan Barnes,Buy-47932,BTC,kraken,kraken,$773.34,487.07,11:58 PM,18-Mar-2022,12:00:00 AM,Mar-2022,Website,TRUE
717,JPT-002,Paid,18-Mar-2022,Bryan Mills,Buy-47932,BTC,kraken,kraken,$868.52,487.07,12:34 AM,18-Mar-2022,12:36:00 AM,Mar-2022,Website,TRUE
719,JPT-002,Paid,19-Mar-2022,Fred Wasserman,Buy-47933,BTC,kraken,kraken,$554.73,487.07,8:23 AM,19-Mar-2022,8:29:00 AM,Mar-2022,Website,TRUE
720,JPT-002,Paid,19-Mar-2022,Monica Federle,Buy-47933,BTC,kraken,kraken,$539.85,487.07,8:38 AM,19-Mar-2022,8:39:00 AM,Mar-2022,Website,TRUE
721,JPT-002,Paid,19-Mar-2022,Fred Wasserman,Buy-47933,BTC,kraken,kraken,$620.91,487.07,8:37 AM,19-Mar-2022,8:40:00 AM,Mar-2022,Website,TRUE
722,JPT-002,Paid,19-Mar-2022,Luke Weiss,Buy-47933,BTC,kraken,kraken,"$2,882.19",487.91,11:24 AM,19-Mar-2022,11:28:00 AM,Mar-2022,Website,TRUE
723,JPT-002,Paid,19-Mar-2022,Sanjit Chand,Buy-47933,USDT,kraken,kraken,$229.77,487.07,12:35 PM,19-Mar-2022,12:38:00 PM,Mar-2022,Website,TRUE
724,JPT-002,Paid,19-Mar-2022,Monica Federle,Buy-47933,BTC,kraken,kraken,$179.95,487.07,8:38 AM,19-Mar-2022,8:39:00 AM,Mar-2022,Website,TRUE
726,JPT-002,Paid,19-Mar-2022,Justin Hirsh,Buy-47933,BTC,kraken,kraken,$933.96,487.07,3:27 PM,19-Mar-2022,3:52:00 PM,Mar-2022,Website,TRUE
727,JPT-002,Paid,19-Mar-2022,Shahid Shariari,Buy-47933,BTC,kraken,kraken,$855.14,487.07,3:45 PM,19-Mar-2022,3:49:00 PM,Mar-2022,Website,TRUE
728,JPT-002,Paid,19-Mar-2022,Monica Federle,Buy-47933,ETH,kraken,kraken,$591.91,487.07,5:11 PM,19-Mar-2022,5:25:00 PM,Mar-2022,Website,TRUE
729,JPT-002,Paid,19-Mar-2022,Bryan Davis,Buy-47933,BTC,kraken,kraken,"$2,226.34",487.91,7:23 PM,19-Mar-2022,8:50:00 PM,Mar-2022,Website,TRUE
730,JPT-002,Paid,19-Mar-2022,Fred Wasserman,Buy-47933,USDT,kraken,kraken,$379.24,487.07,9:29 PM,19-Mar-2022,9:34:00 PM,Mar-2022,Website,TRUE
731,JPT-002,Paid,19-Mar-2022,Khloe Miller,Buy-47933,USDT,kraken,kraken,$151.69,487.07,9:31 PM,19-Mar-2022,9:36:00 PM,Mar-2022,Website,TRUE
732,JPT-002,Paid,19-Mar-2022,Fred Wasserman,Buy-47933,BTC,kraken,kraken,$464.01,487.07,10:22 PM,19-Mar-2022,10:24:00 PM,Mar-2022,Website,TRUE
733,JPT-002,Paid,19-Mar-2022,Evan Minnotte,Buy-47933,BTC,kraken,kraken,"$1,888.74",487.91,11:01 PM,19-Mar-2022,11:03:00 PM,Mar-2022,Website,TRUE
734,JPT-002,Paid,19-Mar-2022,Shahid Shariari,Buy-47933,BTC,kraken,kraken,$352.47,485.37,11:58 PM,19-Mar-2022,12:01:00 AM,Mar-2022,Website,TRUE
735,JPT-002,Paid,19-Mar-2022,Charles McCrossin,Buy-47933,BTC,kraken,kraken,$200.77,485.37,12:12 AM,19-Mar-2022,12:14:00 AM,Mar-2022,Website,TRUE
737,JPT-002,Paid,20-Mar-2022,Monica Federle,Buy-47934,USDT,kraken,kraken,"$8,923.20",487.91,8:39 AM,20-Mar-2022,9:26:00 AM,Mar-2022,Website,TRUE
738,JPT-002,Paid,20-Mar-2022,Monica Federle,Buy-47934,BTC,kraken,kraken,"$1,472.28",487.91,9:09 AM,20-Mar-2022,9:26:00 AM,Mar-2022,Website,TRUE
740,JPT-002,Paid,20-Mar-2022,Bobby Odegard,Buy-47934,BTC,kraken,kraken,$446.16,487.07,12:52 PM,20-Mar-2022,12:41:00 PM,Mar-2022,Website,TRUE
741,JPT-002,Paid,20-Mar-2022,Fred Wasserman,Buy-47934,BTC,kraken,kraken,$147.23,486.22,1:04 PM,20-Mar-2022,1:06:00 PM,Mar-2022,Website,TRUE
742,JPT-002,Paid,20-Mar-2022,Khloe Miller,Buy-47934,BTC,kraken,kraken,$550.26,487.07,1:07 PM,20-Mar-2022,1:08:00 PM,Mar-2022,Website,TRUE
743,JPT-002,Paid,20-Mar-2022,Monica Federle,Buy-47934,USDT,kraken,kraken,$148.72,487.07,1:15 PM,20-Mar-2022,1:16:00 PM,Mar-2022,Website,TRUE
744,JPT-002,Paid,20-Mar-2022,Don Jones,Buy-47934,BTC,kraken,kraken,$755.50,487.07,2:29 PM,20-Mar-2022,2:31:00 PM,Mar-2022,Website,TRUE
745,JPT-002,Paid,20-Mar-2022,Brian Moss,Buy-47934,BTC,kraken,kraken,"$4,034.03",487.91,5:15 PM,20-Mar-2022,5:16:00 PM,Mar-2022,Website,TRUE
746,JPT-002,Paid,20-Mar-2022,Monica Federle,Buy-47934,BTC,kraken,kraken,$803.09,487.07,5:14 PM,20-Mar-2022,5:17:00 PM,Mar-2022,Website,TRUE
747,JPT-002,Paid,20-Mar-2022,Thomas Seio,Buy-47934,BTC,kraken,kraken,"$14,976.10",489.60,7:36 PM,20-Mar-2022,7:41:00 PM,Mar-2022,Website,TRUE
749,JPT-002,Paid,21-Mar-2022,Monica Federle,Buy-47935,USDT,kraken,kraken,"$3,714.28",487.91,8:40 AM,21-Mar-2022,8:45:00 AM,Mar-2022,Website,TRUE
750,JPT-002,Paid,21-Mar-2022,Greg Guthrie,Buy-47935,BTC,kraken,kraken,$148.72,487.49,9:37 AM,21-Mar-2022,9:38:00 AM,Mar-2022,Website,TRUE
751,JPT-002,Paid,21-Mar-2022,Bryan Mills,Buy-47935,BTC,kraken,kraken,"$3,123.12",487.91,10:48 AM,21-Mar-2022,10:54:00 AM,Mar-2022,Website,TRUE
753,JPT-002,Paid,21-Mar-2022,Bill Eplett,Buy-47935,BTC,kraken,kraken,"$26,754.01",490.03,11:11 AM,21-Mar-2022,11:13:00 AM,Mar-2022,Website,TRUE
754,JPT-002,Paid,21-Mar-2022,Shahid Shariari,Buy-47935,BTC,kraken,kraken,$352.47,484.53,10:10 AM,21-Mar-2022,11:21:00 AM,Mar-2022,Website,TRUE
755,JPT-002,Paid,21-Mar-2022,Greg Guthrie,Buy-47935,BTC,kraken,kraken,"$3,401.97",487.91,12:53 PM,21-Mar-2022,12:54:00 PM,Mar-2022,Website,TRUE
756,JPT-002,Paid,21-Mar-2022,Justin Hirsh,Buy-47935,BTC,kraken,kraken,"$1,173.40",487.91,3:26 PM,21-Mar-2022,3:28:00 PM,Mar-2022,Website,TRUE
757,JPT-002,Paid,21-Mar-2022,Evan Minnotte,Buy-47935,BTC,kraken,kraken,"$8,575.20",488.76,5:45 PM,21-Mar-2022,5:50:00 PM,Mar-2022,Website,TRUE
758,JPT-002,Paid,21-Mar-2022,Jack Lebron,Buy-47935,BTC,kraken,kraken,$397.83,485.37,6:14 PM,21-Mar-2022,6:18:00 PM,Mar-2022,Website,TRUE
759,JPT-002,Paid,21-Mar-2022,Khloe Miller,Buy-47935,BTC,kraken,kraken,"$1,412.84",487.07,6:46 PM,21-Mar-2022,6:49:00 PM,Mar-2022,Website,TRUE
760,JPT-002,Paid,21-Mar-2022,Greg Guthrie,Buy-47935,BTC,kraken,kraken,"$1,806.95",487.91,8:44 PM,21-Mar-2022,8:51:13 PM,Mar-2022,Website,TRUE
761,JPT-002,Paid,21-Mar-2022,Bryan Davis,Buy-47935,BTC,kraken,kraken,$710.88,487.91,9:05 PM,21-Mar-2022,9:06:38 PM,Mar-2022,Website,TRUE
762,JPT-002,Paid,21-Mar-2022,Doug Bickford,Buy-47935,BTC,kraken,kraken,$871.50,487.91,10:31 PM,21-Mar-2022,10:39:00 PM,Mar-2022,Website,TRUE
763,JPT-002,Paid,21-Mar-2022,Monica Federle,Buy-47935,BTC,kraken,kraken,$392.62,487.07,11:11 PM,21-Mar-2022,11:17:00 PM,Mar-2022,Website,TRUE
766,JPT-002,Paid,22-Mar-2022,Bill Eplett,Buy-47936,USDT,kraken,kraken,"$2,230.80",488.76,1:41 AM,22-Mar-2022,1:43:00 AM,Mar-2022,Website,TRUE
767,JPT-002,Paid,22-Mar-2022,Charles McCrossin,Buy-47936,BTC,kraken,kraken,$441.70,485.37,8:45 AM,22-Mar-2022,10:36:00 AM,Mar-2022,Website,TRUE
768,JPT-002,Paid,22-Mar-2022,Monica Federle,Buy-47936,BTC,kraken,kraken,$240.93,486.22,2:09 PM,22-Mar-2022,3:23:00 PM,Mar-2022,Website,TRUE
769,JPT-002,Paid,22-Mar-2022,Christopher Schild,Buy-47936,BTC,kraken,kraken,$739.88,486.22,4:16 PM,22-Mar-2022,4:19:00 PM,Mar-2022,Website,TRUE
770,JPT-002,Paid,22-Mar-2022,Erica Bern,Buy-47936,BTC,kraken,kraken,$902.73,487.07,6:11 PM,22-Mar-2022,6:14:00 PM,Mar-2022,Website,TRUE
771,JPT-002,Paid,22-Mar-2022,Fred Wasserman,Buy-47936,BTC,kraken,kraken,$150.21,486.22,6:11 PM,22-Mar-2022,6:15:00 PM,Mar-2022,Website,TRUE
772,JPT-002,Paid,22-Mar-2022,Bryan Davis,Buy-47936,BTC,kraken,kraken,$777.06,486.22,6:32 PM,22-Mar-2022,6:33:00 PM,Mar-2022,Website,TRUE
773,JPT-002,Paid,22-Mar-2022,Thomas Seio,Buy-47936,BTC,kraken,kraken,"$1,635.92",488.76,5:47 PM,22-Mar-2022,6:39:00 PM,Mar-2022,Website,TRUE
774,JPT-002,Paid,22-Mar-2022,Khloe Miller,Buy-47936,BTC,kraken,kraken,$227.54,486.22,8:12 PM,22-Mar-2022,8:14:00 PM,Mar-2022,Website,TRUE
776,JPT-002,Paid,22-Mar-2022,Brian Moss,Buy-47936,BTC,kraken,kraken,"$7,455.33",490.45,8:11 PM,22-Mar-2022,8:40:00 PM,Mar-2022,Website,TRUE
777,JPT-002,Paid,22-Mar-2022,Bobby Odegard,Buy-47936,BTC,kraken,kraken,$584.47,486.22,9:06 PM,22-Mar-2022,9:08:00 PM,Mar-2022,Website,TRUE
778,JPT-002,Paid,22-Mar-2022,Brian Moss,Buy-47936,BTC,kraken,kraken,$739.88,486.22,11:53 PM,22-Mar-2022,12:00:00 AM,Mar-2022,Website,TRUE
779,JPT-002,Paid,22-Mar-2022,Evan Minnotte,Buy-47936,BTC,kraken,kraken,"$3,718.00",489.60,12:10 AM,22-Mar-2022,12:13:00 AM,Mar-2022,Website,TRUE
780,JPT-002,Paid,22-Mar-2022,Monica Federle,Buy-47936,BTC,kraken,kraken,$356.93,486.22,8:40 AM,22-Mar-2022,8:46:00 AM,Mar-2022,Website,TRUE
782,JPT-002,Paid,23-Mar-2022,Don Jones,Buy-47937,BTC,kraken,kraken,"$1,128.78",486.22,9:10 AM,23-Mar-2022,9:19:00 AM,Mar-2022,Website,TRUE
783,JPT-002,Paid,23-Mar-2022,Khloe Miller,Buy-47937,BTC,kraken,kraken,$731.70,487.91,5:17 PM,23-Mar-2022,5:21:00 PM,Mar-2022,Website,TRUE
784,JPT-002,Paid,23-Mar-2022,Brian Moss,Buy-47937,BTC,kraken,kraken,"$1,494.64",488.76,4:14 PM,23-Mar-2022,4:17:00 PM,Mar-2022,Website,TRUE
